Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996]
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,0.600000023841858,..,..,..,..,..,0.800000011920929,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Euro area,EMU,4.92614400522283,4.91691670740138,5.0150334238028,5.11003142593031,5.13598499473177,5.20048148741992,5.15177560653087,5.20640040102075,5.16187725047086,5.31853614666571,5.96605729738303,5.88777925246999,5.96234836941596,6.07482082776065,6.18812189316627,6.02526748266301,6.07344659523361,6.09625241480809
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Europe & Central Asia (all income levels),ECS,4.08153681760966,4.02441574793749,4.09453864171739,4.39023539781165,4.11753534611397,3.85182213480784,3.83385420792758,3.79231114727025,3.75103955903863,3.81219081321299,4.06332156900434,4.09401639186746,4.13892496694479,4.1596031140402,4.19662133532447,4.30335979126516,4.16246505961574,3.96703477487966
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Europe & Central Asia (developing only),ECA,3.08412289005285,2.77053778757372,2.82992968865404,..,2.65786446400675,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,European Union,EUU,4.3003005184699,4.29556882415367,4.3736916357544,4.4628554778902,4.50348274439182,4.54127098161972,4.53424965952459,4.57908879000947,4.54672348301688,4.65292799152637,5.04383699416664,4.99513415353797,5.03098117152175,5.08494154119749,5.12668099293797,5.02132055154664,5.02088570530198,5.05761458208426
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Fiji,FJI,..,..,..,..,..,1.39999997615814,..,..,1.10000002384186,1.10000002384186,..,1.5,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Finland,FIN,4,4,4.09999990463257,4.19999980926514,4.09999990463257,3.79999995231628,4,4,3.79999995231628,4.19999980926514,4.09999990463257,4,4,4.30000019073486,4.19999980926514,3.70000004768372,4.5,3.90000009536743
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,France,FRA,4.30000019073486,4.40000009536743,4.5,4.5,4.5,4.69999980926514,4.40000009536743,4.5,4.40000009536743,4.40000009536743,4.30000019073486,4.09999990463257,4.19999980926514,4.30000019073486,4.59999990463257,4.69999980926514,4.69999980926514,4.69999980926514
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,1.10000002384186,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Georgia,GEO,..,..,..,1.29999995231628,1.29999995231628,1,1.10000002384186,0.800000011920929,1.10000002384186,1.10000002384186,1.20000004768372,1.5,1.5,1.5,1.10000002384186,1.5,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Germany,DEU,4.69999980926514,4.69999980926514,4.80000019073486,4.80000019073486,4.80000019073486,4.80000019073486,4.80000019073486,4.90000009536743,4.90000009536743,5.19999980926514,5,5,5,5,5.09999990463257,5.09999990463257,5.09999990463257,5.09999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Ghana,GHA,..,..,..,4.90000009536743,..,..,..,4.5,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Greece,GRC,6.69999980926514,7.09999990463257,7.69999980926514,7.90000009536743,8.30000019073486,8.30000019073486,8,8,7.90000009536743,8,7.19999980926514,7.5,8.19999980926514,8,7.59999990463257,7.30000019073486,7.09999990463257,6.90000009536743
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.59999990463257,..,7
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,1.79999995231628,..,2,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,4.40000009536743,5,5.30000019073486,..,3.20000004768372,..,3.40000009536743,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,High income,HIC,..,..,..,..,..,3.83588971374154,3.83939748762522,3.85013446891283,3.84327991095002,3.94243952447758,4.13350780245378,4.15626210997586,4.245258660082,4.19512430725029,4.07717511090516,4.09722955593322,4.09753787007367,3.95185088079496
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,High income: nonOECD,NOC,..,..,..,..,..,2.55338685739815,2.46928608908743,2.31886445102834,2.31753248724199,2.36380808620395,2.28024798423112,2.40941325504943,2.61198328822592,2.15638916654808,2.22190559771183,2.47528922870848,2.39691586334071,1.80080708667867
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,High income: OECD,OEC,..,..,..,..,..,4.3037499401081,4.32112237846543,4.38254779164141,4.38689121029924,4.48603262154126,4.76357573738193,4.74409668257468,4.78307604412488,4.86061514096517,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Honduras,HND,..,..,..,2.40000009536743,2.29999995231628,2.29999995231628,2.29999995231628,2.70000004768372,2.40000009536743,3.70000004768372,3.20000004768372,2.79999995231628,3.29999995231628,..,3.5,4.5,4.40000009536743,4.5
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Hong Kong SAR, China",HKG,..,3.29999995231628,3.5,3.5,3.79999995231628,3.79999995231628,4.09999990463257,4.40000009536743,4.5,4.80000019073486,5,5,5.09999990463257,4.90000009536743,5.09999990463257,5.19999980926514,5.40000009536743,5.5
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Hungary,HUN,5.09999990463257,5.19999980926514,5.30000019073486,5.5,5.30000019073486,5.09999990463257,5.19999980926514,5.40000009536743,5.90000009536743,5.90000009536743,5.09999990463257,5.30000019073486,5.5,5.09999990463257,3,2.70000004768372,2.59999990463257,2.09999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Iceland,ISL,4.09999990463257,4.09999990463257,4.09999990463257,4.09999990463257,4.09999990463257,4.59999990463257,4.90000009536743,5.09999990463257,5.30000019073486,4.59999990463257,4.19999980926514,6,6.40000009536743,7.09999990463257,6.5,6.59999990463257,6.30000019073486,8.10000038146973
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,India,IND,..,..,..,1.10000002384186,..,..,..,..,1.29999995231628,..,..,..,..,0.899999976158142,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Indonesia,IDN,20.6000003814697,3.5,3.40000009536743,3,2.90000009536743,2.90000009536743,2.90000009536743,3,3,3.20000004768372,2.90000009536743,3,3.09999990463257,2.29999995231628,2.90000009536743,1.70000004768372,1.70000004768372,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,4.90000009536743,5.40000009536743,..,..,..,..,..,..,..,..,..,..,3.59999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Ireland,IRL,4.59999990463257,4.69999980926514,4.80000019073486,5.09999990463257,5.5,5.69999980926514,5.69999980926514,5.40000009536743,5.59999990463257,5.80000019073486,5.80000019073486,5.90000009536743,6,6,5.90000009536743,6.19999980926514,5.40000009536743,5.09999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..,4.5,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Israel,ISR,..,..,..,..,..,4.5,4.19999980926514,4.09999990463257,4.30000019073486,4.30000019073486,4.5,4.5,4.5,4.5,4.5,4.59999990463257,4.69999980926514,4.80000019073486
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Italy,ITA,6.90000009536743,6.59999990463257,6.59999990463257,6.69999980926514,6.69999980926514,6.90000009536743,7,7.09999990463257,7.19999980926514,7.30000019073486,12.3000001907349,12.1999998092651,12.1999998092651,12.8000001907349,12.6000003814697,12.3999996185303,12.6999998092651,12.8000001907349
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Jamaica,JAM,..,3.20000004768372,3,..,..,3.09999990463257,3.20000004768372,3.09999990463257,3.09999990463257,2.59999990463257,2.79999995231628,2.5,2.70000004768372,2.70000004768372,2.70000004768372,2.79999995231628,3.09999990463257,2.29999995231628
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Japan,JPN,..,..,..,..,..,2.5,2.59999990463257,2.59999990463257,2.59999990463257,2.59999990463257,2.59999990463257,2.70000004768372,2.70000004768372,2.79999995231628,2.79999995231628,2.90000009536743,3,3
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Jordan,JOR,..,6.19999980926514,6.19999980926514,6.80000019073486,6.80000019073486,6.69999980926514,7.40000009536743,6.59999990463257,7.09999990463257,7.09999990463257,7.69999980926514,7.80000019073486,7.19999980926514,7.09999990463257,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Kazakhstan,KAZ,1.89999997615814,2.09999990463257,2.09999990463257,2,2.20000004768372,1.5,1.60000002384186,1.5,1.20000004768372,1.10000002384186,0.899999976158142,0.899999976158142,0.899999976158142,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Korea, Rep.",KOR,..,..,..,..,..,6.5,6.69999980926514,7,7.30000019073486,7.40000009536743,7.40000009536743,7.30000019073486,7.19999980926514,6.90000009536743,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Kosovo,KSV,..,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Kuwait,KWT,..,..,1,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,1.10000002384186,1.39999997615814,1,1.39999997615814,1.60000002384186,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,0.300000011920929,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Latin America & Caribbean (all income levels),LCN,..,..,..,..,4.49020669363404,4.6047977303085,4.36288866618176,4.64521168874368,4.52554655038075,4.42390988935575,4.32634513269326,4.3275522559788,4.50814055597786,3.74972406748725,..,..,..,4.47040866739857
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Latin America & Caribbean (developing only),LAC,..,..,..,..,4.54196257616544,4.69224535229848,4.40024366127857,4.75697541940027,4.5996083035947,4.47480363528613,4.37865430210351,4.34758919134752,4.45121888693597,3.61643334697395,..,..,..,4.48229318205827
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Latvia,LVA,4.19999980926514,3.90000009536743,3.70000004768372,3.90000009536743,3.79999995231628,3.5,3.20000004768372,3.29999995231628,3.40000009536743,3.29999995231628,3,3.20000004768372,4.40000009536743,4.09999990463257,3.79999995231628,3.20000004768372,3.20000004768372,3.09999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Lebanon,LBN,..,..,..,..,..,..,9.5,..,..,5.09999990463257,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.800000011920929,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Liberia,LBR,..,..,..,2,..,..,2.09999990463257,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Lithuania,LTU,2.20000004768372,2.20000004768372,2.40000009536743,2.29999995231628,2.40000009536743,2.09999990463257,2.09999990463257,2.20000004768372,2,1.89999997615814,2.29999995231628,2.09999990463257,2.5,1.70000004768372,2,3.5,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Lower middle income,LMC,..,..,..,2.25369560112402,..,..,..,..,2.02705815040717,..,..,..,..,1.62215569234903,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Luxembourg,LUX,2.70000004768372,3.20000004768372,2.70000004768372,3.20000004768372,2.79999995231628,2.40000009536743,3,2.70000004768372,2.79999995231628,2.79999995231628,1.5,5.09999990463257,4.5,6,5.40000009536743,5.40000009536743,5.59999990463257,6.40000009536743
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Macao SAR, China",MAC,..,3.20000004768372,3.09999990463257,3.09999990463257,3,2.79999995231628,3.5,3.79999995231628,3.90000009536743,3.59999990463257,3.29999995231628,3.5,2.90000009536743,3.40000009536743,3.59999990463257,3.40000009536743,3.29999995231628,3.5
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Macedonia, FYR",MKD,4.69999980926514,4.80000019073486,5.69999980926514,5.40000009536743,5.19999980926514,4.90000009536743,5.5,5.90000009536743,5.69999980926514,5.90000009536743,7.59999990463257,6.80000019073486,6.40000009536743,4.30000019073486,8,3.5,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Madagascar,MDG,..,..,..,2.20000004768372,..,..,..,..,..,..,2.09999990463257,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Malaysia,MYS,4,3.79999995231628,3.59999990463257,3.90000009536743,3.70000004768372,3.5,3.40000009536743,3.90000009536743,3.40000009536743,3.59999990463257,3.40000009536743,3,3.29999995231628,3,2.29999995231628,2.90000009536743,2.59999990463257,3
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Maldives,MDV,..,..,..,..,..,..,..,3.5,..,..,..,..,..,3.40000009536743,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Mali,MLI,..,..,..,..,..,..,..,1.10000002384186,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Malta,MLT,4.5,4.40000009536743,4.30000019073486,4.5,4.30000019073486,4.5,4.90000009536743,4.40000009536743,4.5,4.40000009536743,4.5,4.09999990463257,3.59999990463257,3.90000009536743,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Mauritius,MUS,..,3.59999990463257,4,4.09999990463257,3.90000009536743,3.29999995231628,3.20000004768372,2.90000009536743,2.59999990463257,3,..,..,..,3.79999995231628,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Mexico,MEX,..,..,..,..,..,4.90000009536743,5,4.90000009536743,4.69999980926514,4.30000019073486,4.09999990463257,4.40000009536743,4.5,4.30000019073486,4.09999990463257,4.40000009536743,4.59999990463257,4.90000009536743
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Middle East & North Africa (all income levels),MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Middle East & North Africa (developing only),MNA,..,..,..,..,..,..,8.40121286341431,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Moldova,MDA,0.699999988079071,0.600000023841858,0.699999988079071,0.600000023841858,0.899999976158142,1,0.899999976158142,1,0.699999988079071,0.699999988079071,0.600000023841858,0.800000011920929,1.20000004768372,0.800000011920929,0.600000023841858,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Mongolia,MNG,..,0.899999976158142,1.20000004768372,1.20000004768372,1.20000004768372,4.90000009536743,0.699999988079071,..,..,..,0.5,..,..,1.29999995231628,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Morocco,MAR,..,2.59999990463257,2.40000009536743,2.79999995231628,2.79999995231628,2.5,2.29999995231628,2.5,2.5,2.29999995231628,2.5,2.29999995231628,..,..,2,1.5,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,3.40000009536743,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Namibia,NAM,28.2999992370605,4.09999990463257,5.30000019073486,0.699999988079071,..,4.69999980926514,..,..,..,5.59999990463257,..,..,5.80000019073486,8.19999980926514,..,..,5,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,3.79999995231628,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Netherlands,NLD,3.79999995231628,3.79999995231628,3.79999995231628,3.90000009536743,3.79999995231628,3.70000004768372,3.90000009536743,3.90000009536743,3.79999995231628,3.70000004768372,3.59999990463257,3.5,3.29999995231628,3.20000004768372,3.90000009536743,4,3.90000009536743,3.79999995231628
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,New Zealand,NZL,..,..,..,..,..,5,5.30000019073486,5.40000009536743,6.40000009536743,6.90000009536743,7.09999990463257,6.90000009536743,7.09999990463257,7,7.40000009536743,7.69999980926514,7.30000019073486,7.5
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Nicaragua,NIC,..,..,..,6.80000019073486,..,4.09999990463257,4.5,4.30000019073486,4.80000019073486,4.19999980926514,4.30000019073486,..,..,2.09999990463257,2.40000009536743,2.90000009536743,2.09999990463257,1
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Niger,NER,..,..,..,..,..,..,..,..,0.600000023841858,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Norway,NOR,1.79999995231628,1.79999995231628,1.79999995231628,2.20000004768372,2.20000004768372,2.09999990463257,2.09999990463257,2,1.5,1.60000002384186,1.39999997615814,1.39999997615814,1.70000004768372,1.70000004768372,1.70000004768372,1.79999995231628,2,2.40000009536743
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,OECD members,OED,..,..,..,..,..,4.46017800720811,4.47379542864101,4.5129016815556,4.46049105729387,4.47620755823366,4.70270226626085,4.7525284130356,4.78053001481692,4.81271476210267,4.67856336237405,4.70375105351248,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Oman,OMN,..,..,..,1.20000004768372,..,..,..,..,..,..,..,..,..,1.79999995231628,..,..,..,2.5
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Pakistan,PAK,..,..,..,..,..,0.899999976158142,0.800000011920929,0.899999976158142,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.899999976158142,0.899999976158142,1.10000002384186,1
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Panama,PAN,..,2.70000004768372,3.09999990463257,3.20000004768372,3.09999990463257,3.40000009536743,3.20000004768372,3.29999995231628,3.20000004768372,3.40000009536743,3.09999990463257,3.09999990463257,2.70000004768372,2.79999995231628,2.90000009536743,3.20000004768372,2.90000009536743,3.09999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Paraguay,PRY,..,5.5,5,5.09999990463257,5.5,5,5.09999990463257,4.5,4.5,4.19999980926514,4.30000019073486,3.59999990463257,5.80000019073486,..,5.19999980926514,5.59999990463257,5.90000009536743,6.80000019073486
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Peru,PER,..,5.40000009536743,5.30000019073486,5.80000019073486,5.59999990463257,5.59999990463257,5.80000019073486,5.40000009536743,5.40000009536743,5.30000019073486,5.30000019073486,4.09999990463257,5.80000019073486,5.59999990463257,6.19999980926514,6.5,5.90000009536743,5.59999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Philippines,PHL,..,3.70000004768372,3.59999990463257,3.90000009536743,4.09999990463257,4.19999980926514,4.30000019073486,4.40000009536743,4.69999980926514,5.09999990463257,5.19999980926514,5.5,5.30000019073486,4.80000019073486,4.80000019073486,5.19999980926514,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Poland,POL,4.19999980926514,4.19999980926514,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4,4,4,3.79999995231628,3.79999995231628,3.70000004768372,3.90000009536743,3.79999995231628,4,3.70000004768372,4.09999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Portugal,PRT,5.19999980926514,5,5.19999980926514,5.19999980926514,5.40000009536743,5.5,5.59999990463257,5.40000009536743,5.90000009536743,6.40000009536743,6.40000009536743,6.30000019073486,6.30000019073486,6.19999980926514,6,6.19999980926514,6.09999990463257,6.59999990463257
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Qatar,QAT,0.300000011920929,..,..,..,..,..,..,..,..,0.699999988079071,..,..,..,..,..,..,0.5,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Romania,ROM,1.29999995231628,1.20000004768372,1.20000004768372,1.29999995231628,1.39999997615814,1.29999995231628,1.5,1.60000002384186,1.70000004768372,1.60000002384186,1.29999995231628,1.39999997615814,1.20000004768372,1.10000002384186,0.899999976158142,1.20000004768372,1.29999995231628,1.29999995231628
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Russian Federation,RUS,..,..,..,..,..,1.5,1.39999997615814,1.20000004768372,1.29999995231628,1.29999995231628,1.20000004768372,1.29999995231628,1.29999995231628,0.899999976158142,0.899999976158142,1.20000004768372,1.20000004768372,0.400000005960464
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.100000001490116
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Samoa,WSM,..,..,1.39999997615814,..,..,..,..,..,..,..,..,..,4.80000019073486,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of employment)",SL.EMP.MPYR.ZS,Senegal,SEN,..,..,0.300000011920929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
